gene_name,cell_type,is_tf,source,category
RPL14,salivary_gland-fibroblast,False,tabula,fibroblast
RPS2,salivary_gland-fibroblast,False,tabula,fibroblast
RPS3,salivary_gland-fibroblast,False,tabula,fibroblast
RPL19,salivary_gland-fibroblast,False,tabula,fibroblast
RPL18,salivary_gland-fibroblast,False,tabula,fibroblast
RPL41,salivary_gland-fibroblast,False,tabula,fibroblast
EIF1,salivary_gland-fibroblast,False,tabula,fibroblast
RPS27,salivary_gland-fibroblast,False,tabula,fibroblast
RPS28,salivary_gland-fibroblast,False,tabula,fibroblast
ND2,salivary_gland-fibroblast,False,tabula,fibroblast
ND1,salivary_gland-fibroblast,False,tabula,fibroblast
FTL,salivary_gland-fibroblast,False,tabula,fibroblast
ND4,salivary_gland-fibroblast,False,tabula,fibroblast
RPS23,salivary_gland-fibroblast,False,tabula,fibroblast
ND3,salivary_gland-fibroblast,False,tabula,fibroblast
RPS24,salivary_gland-fibroblast,False,tabula,fibroblast
RPL5,salivary_gland-fibroblast,False,tabula,fibroblast
RPL6,salivary_gland-fibroblast,True,tabula,fibroblast
RPL3,salivary_gland-fibroblast,False,tabula,fibroblast
RPL30,salivary_gland-fibroblast,False,tabula,fibroblast
RPL32,salivary_gland-fibroblast,False,tabula,fibroblast
ATP6,salivary_gland-fibroblast,False,tabula,fibroblast
RPL34,salivary_gland-fibroblast,False,tabula,fibroblast
RPL9,salivary_gland-fibroblast,False,tabula,fibroblast
RPL8,salivary_gland-fibroblast,False,tabula,fibroblast
RPS16,salivary_gland-fibroblast,False,tabula,fibroblast
RPS15,salivary_gland-fibroblast,False,tabula,fibroblast
RPS18,salivary_gland-fibroblast,False,tabula,fibroblast
RPS19,salivary_gland-fibroblast,False,tabula,fibroblast
FTH1,salivary_gland-fibroblast,False,tabula,fibroblast
RPL37,salivary_gland-fibroblast,False,tabula,fibroblast
COX3,salivary_gland-fibroblast,False,tabula,fibroblast
COX2,salivary_gland-fibroblast,False,tabula,fibroblast
RPL39,salivary_gland-fibroblast,False,tabula,fibroblast
COX1,salivary_gland-fibroblast,False,tabula,fibroblast
RPS11,salivary_gland-fibroblast,False,tabula,fibroblast
RPS14,salivary_gland-fibroblast,False,tabula,fibroblast
RPS13,salivary_gland-fibroblast,False,tabula,fibroblast
RPL13A,salivary_gland-fibroblast,False,tabula,fibroblast
RPS3A,salivary_gland-fibroblast,False,tabula,fibroblast
RPL37A,salivary_gland-fibroblast,False,tabula,fibroblast
CYTB,salivary_gland-fibroblast,False,tabula,fibroblast
RPS15A,salivary_gland-fibroblast,False,tabula,fibroblast
RPS27A,salivary_gland-fibroblast,False,tabula,fibroblast
RPL35A,salivary_gland-fibroblast,False,tabula,fibroblast
TPT1,salivary_gland-fibroblast,False,tabula,fibroblast
RPLP2,salivary_gland-fibroblast,False,tabula,fibroblast
RPLP1,salivary_gland-fibroblast,False,tabula,fibroblast
RPL10A,salivary_gland-fibroblast,False,tabula,fibroblast
RPS4X,salivary_gland-fibroblast,True,tabula,fibroblast
TMSB4X,salivary_gland-fibroblast,False,tabula,fibroblast
RPL18A,salivary_gland-fibroblast,False,tabula,fibroblast
RACK1,salivary_gland-fibroblast,False,tabula,fibroblast
RPL7A,salivary_gland-fibroblast,False,tabula,fibroblast
GSN,salivary_gland-fibroblast,False,tabula,fibroblast
VIM,salivary_gland-fibroblast,False,tabula,fibroblast
SPARCL1,salivary_gland-fibroblast,False,tabula,fibroblast
MT2A,salivary_gland-fibroblast,False,tabula,fibroblast
IGFBP7,salivary_gland-fibroblast,False,tabula,fibroblast
JUN,salivary_gland-fibroblast,True,tabula,fibroblast
FOS,salivary_gland-fibroblast,True,tabula,fibroblast
MGP,salivary_gland-fibroblast,False,tabula,fibroblast
IGFBP6,salivary_gland-fibroblast,False,tabula,fibroblast
APOD,salivary_gland-fibroblast,False,tabula,fibroblast
PLA2G2A,salivary_gland-fibroblast,False,tabula,fibroblast
DCN,salivary_gland-fibroblast,False,tabula,fibroblast
FOSB,salivary_gland-fibroblast,True,tabula,fibroblast
CST3,salivary_gland-fibroblast,False,tabula,fibroblast
IFITM3,salivary_gland-fibroblast,False,tabula,fibroblast
RPL26,salivary_gland-fibroblast,False,tabula,fibroblast
RPLP0,salivary_gland-fibroblast,False,tabula,fibroblast
IGFBP5,salivary_gland-fibroblast,False,tabula,fibroblast
TXNIP,salivary_gland-fibroblast,False,tabula,fibroblast
ADH1B,salivary_gland-fibroblast,False,tabula,fibroblast
GPX3,salivary_gland-fibroblast,False,tabula,fibroblast
TIMP3,salivary_gland-fibroblast,False,tabula,fibroblast
APOE,salivary_gland-fibroblast,False,tabula,fibroblast
MGST1,salivary_gland-fibroblast,False,tabula,fibroblast
COL4A1,salivary_gland-fibroblast,False,tabula,fibroblast
COL4A2,salivary_gland-fibroblast,False,tabula,fibroblast
STATH,salivary_gland-fibroblast,False,tabula,fibroblast
PRB4,salivary_gland-fibroblast,False,tabula,fibroblast
PRB3,salivary_gland-fibroblast,False,tabula,fibroblast
COL6A3,salivary_gland-fibroblast,False,tabula,fibroblast
SERPINF1,salivary_gland-fibroblast,False,tabula,fibroblast
IGF1,salivary_gland-fibroblast,False,tabula,fibroblast
CXCL14,salivary_gland-fibroblast,False,tabula,fibroblast
HTN1,salivary_gland-fibroblast,False,tabula,fibroblast
HTN3,salivary_gland-fibroblast,False,tabula,fibroblast
RPS8,tongue-fibroblast,False,tabula,fibroblast
RPL21,tongue-fibroblast,False,tabula,fibroblast
RPS9,tongue-fibroblast,False,tabula,fibroblast
RPS6,tongue-fibroblast,False,tabula,fibroblast
EEF1A1,tongue-fibroblast,False,tabula,fibroblast
FAU,tongue-fibroblast,False,tabula,fibroblast
S100A6,tongue-fibroblast,False,tabula,fibroblast
RPL28,tongue-fibroblast,False,tabula,fibroblast
RPL29,tongue-fibroblast,False,tabula,fibroblast
RPL11,tongue-fibroblast,False,tabula,fibroblast
RPL12,tongue-fibroblast,False,tabula,fibroblast
RPL14,tongue-fibroblast,False,tabula,fibroblast
RPS5,tongue-fibroblast,False,tabula,fibroblast
RPS2,tongue-fibroblast,False,tabula,fibroblast
RPS3,tongue-fibroblast,False,tabula,fibroblast
B2M,tongue-fibroblast,False,tabula,fibroblast
RPL19,tongue-fibroblast,False,tabula,fibroblast
RPL18,tongue-fibroblast,False,tabula,fibroblast
RPL41,tongue-fibroblast,False,tabula,fibroblast
EIF1,tongue-fibroblast,False,tabula,fibroblast
RPS27,tongue-fibroblast,False,tabula,fibroblast
RPS29,tongue-fibroblast,False,tabula,fibroblast
RPS28,tongue-fibroblast,False,tabula,fibroblast
ND2,tongue-fibroblast,False,tabula,fibroblast
RPS21,tongue-fibroblast,False,tabula,fibroblast
ND1,tongue-fibroblast,False,tabula,fibroblast
FTL,tongue-fibroblast,False,tabula,fibroblast
ND4,tongue-fibroblast,False,tabula,fibroblast
RPS23,tongue-fibroblast,False,tabula,fibroblast
ND3,tongue-fibroblast,False,tabula,fibroblast
ND5,tongue-fibroblast,False,tabula,fibroblast
RPS24,tongue-fibroblast,False,tabula,fibroblast
RPL5,tongue-fibroblast,False,tabula,fibroblast
RPL6,tongue-fibroblast,True,tabula,fibroblast
RPL3,tongue-fibroblast,False,tabula,fibroblast
RPL30,tongue-fibroblast,False,tabula,fibroblast
RPL32,tongue-fibroblast,False,tabula,fibroblast
ATP6,tongue-fibroblast,False,tabula,fibroblast
RPL34,tongue-fibroblast,False,tabula,fibroblast
RPL9,tongue-fibroblast,False,tabula,fibroblast
RPL8,tongue-fibroblast,False,tabula,fibroblast
RPS16,tongue-fibroblast,False,tabula,fibroblast
RPS15,tongue-fibroblast,False,tabula,fibroblast
RPS18,tongue-fibroblast,False,tabula,fibroblast
RPS19,tongue-fibroblast,False,tabula,fibroblast
FTH1,tongue-fibroblast,False,tabula,fibroblast
RPL37,tongue-fibroblast,False,tabula,fibroblast
COX3,tongue-fibroblast,False,tabula,fibroblast
RPL36,tongue-fibroblast,False,tabula,fibroblast
COX2,tongue-fibroblast,False,tabula,fibroblast
RPL39,tongue-fibroblast,False,tabula,fibroblast
COX1,tongue-fibroblast,False,tabula,fibroblast
RPS11,tongue-fibroblast,False,tabula,fibroblast
RPS14,tongue-fibroblast,False,tabula,fibroblast
RPS13,tongue-fibroblast,False,tabula,fibroblast
RPL13A,tongue-fibroblast,False,tabula,fibroblast
PTMA,tongue-fibroblast,False,tabula,fibroblast
RPL37A,tongue-fibroblast,False,tabula,fibroblast
CYTB,tongue-fibroblast,False,tabula,fibroblast
RPS15A,tongue-fibroblast,False,tabula,fibroblast
RPS27A,tongue-fibroblast,False,tabula,fibroblast
RPL35A,tongue-fibroblast,False,tabula,fibroblast
TPT1,tongue-fibroblast,False,tabula,fibroblast
RPLP2,tongue-fibroblast,False,tabula,fibroblast
RPLP1,tongue-fibroblast,False,tabula,fibroblast
RPL10A,tongue-fibroblast,False,tabula,fibroblast
RPS4X,tongue-fibroblast,True,tabula,fibroblast
RPL18A,tongue-fibroblast,False,tabula,fibroblast
RACK1,tongue-fibroblast,False,tabula,fibroblast
RPL7A,tongue-fibroblast,False,tabula,fibroblast
GSN,tongue-fibroblast,False,tabula,fibroblast
VIM,tongue-fibroblast,False,tabula,fibroblast
SPARCL1,tongue-fibroblast,False,tabula,fibroblast
ZFP36,tongue-fibroblast,False,tabula,fibroblast
JUND,tongue-fibroblast,True,tabula,fibroblast
MT2A,tongue-fibroblast,False,tabula,fibroblast
IGFBP7,tongue-fibroblast,False,tabula,fibroblast
JUN,tongue-fibroblast,True,tabula,fibroblast
FOS,tongue-fibroblast,True,tabula,fibroblast
CEBPD,tongue-fibroblast,True,tabula,fibroblast
COL1A2,tongue-fibroblast,False,tabula,fibroblast
MGP,tongue-fibroblast,False,tabula,fibroblast
LGALS1,tongue-fibroblast,False,tabula,fibroblast
APOD,tongue-fibroblast,False,tabula,fibroblast
PLA2G2A,tongue-fibroblast,False,tabula,fibroblast
DCN,tongue-fibroblast,False,tabula,fibroblast
SOD2,tongue-fibroblast,False,tabula,fibroblast
FOSB,tongue-fibroblast,True,tabula,fibroblast
C1R,tongue-fibroblast,False,tabula,fibroblast
CST3,tongue-fibroblast,False,tabula,fibroblast
HSPA1A,tongue-fibroblast,False,tabula,fibroblast
IFITM3,tongue-fibroblast,False,tabula,fibroblast
MT1X,tongue-fibroblast,False,tabula,fibroblast
COL3A1,tongue-fibroblast,False,tabula,fibroblast
RPL27A,tongue-fibroblast,False,tabula,fibroblast
RPL35,tongue-fibroblast,True,tabula,fibroblast
ADH1B,tongue-fibroblast,False,tabula,fibroblast
GPX3,tongue-fibroblast,False,tabula,fibroblast
IGFBP2,tongue-fibroblast,False,tabula,fibroblast
COL1A1,tongue-fibroblast,False,tabula,fibroblast
RPS8,tongue-tongue_muscle_cell,False,tabula,muscle
RPL21,tongue-tongue_muscle_cell,False,tabula,muscle
RPS9,tongue-tongue_muscle_cell,False,tabula,muscle
RPS6,tongue-tongue_muscle_cell,False,tabula,muscle
RPS7,tongue-tongue_muscle_cell,False,tabula,muscle
RPSA,tongue-tongue_muscle_cell,False,tabula,muscle
EEF1A1,tongue-tongue_muscle_cell,False,tabula,muscle
FAU,tongue-tongue_muscle_cell,False,tabula,muscle
S100A6,tongue-tongue_muscle_cell,False,tabula,muscle
RPL28,tongue-tongue_muscle_cell,False,tabula,muscle
RPL29,tongue-tongue_muscle_cell,False,tabula,muscle
RPL11,tongue-tongue_muscle_cell,False,tabula,muscle
RPL12,tongue-tongue_muscle_cell,False,tabula,muscle
RPL15,tongue-tongue_muscle_cell,False,tabula,muscle
RPL14,tongue-tongue_muscle_cell,False,tabula,muscle
RPS5,tongue-tongue_muscle_cell,False,tabula,muscle
RPS2,tongue-tongue_muscle_cell,False,tabula,muscle
RPS3,tongue-tongue_muscle_cell,False,tabula,muscle
RPL19,tongue-tongue_muscle_cell,False,tabula,muscle
RPL18,tongue-tongue_muscle_cell,False,tabula,muscle
RPL41,tongue-tongue_muscle_cell,False,tabula,muscle
EIF1,tongue-tongue_muscle_cell,False,tabula,muscle
RPS27,tongue-tongue_muscle_cell,False,tabula,muscle
RPS29,tongue-tongue_muscle_cell,False,tabula,muscle
RPS28,tongue-tongue_muscle_cell,False,tabula,muscle
NACA,tongue-tongue_muscle_cell,False,tabula,muscle
ND2,tongue-tongue_muscle_cell,False,tabula,muscle
RPS21,tongue-tongue_muscle_cell,False,tabula,muscle
ND1,tongue-tongue_muscle_cell,False,tabula,muscle
FTL,tongue-tongue_muscle_cell,False,tabula,muscle
ND4,tongue-tongue_muscle_cell,False,tabula,muscle
RPS23,tongue-tongue_muscle_cell,False,tabula,muscle
ND3,tongue-tongue_muscle_cell,False,tabula,muscle
ND5,tongue-tongue_muscle_cell,False,tabula,muscle
RPS24,tongue-tongue_muscle_cell,False,tabula,muscle
RPL5,tongue-tongue_muscle_cell,False,tabula,muscle
RPL6,tongue-tongue_muscle_cell,True,tabula,muscle
RPL3,tongue-tongue_muscle_cell,False,tabula,muscle
RPL30,tongue-tongue_muscle_cell,False,tabula,muscle
RPL32,tongue-tongue_muscle_cell,False,tabula,muscle
ATP6,tongue-tongue_muscle_cell,False,tabula,muscle
RPL34,tongue-tongue_muscle_cell,False,tabula,muscle
ACTG1,tongue-tongue_muscle_cell,False,tabula,muscle
RPL9,tongue-tongue_muscle_cell,False,tabula,muscle
RPL8,tongue-tongue_muscle_cell,False,tabula,muscle
RPS16,tongue-tongue_muscle_cell,False,tabula,muscle
RPS15,tongue-tongue_muscle_cell,False,tabula,muscle
RPS18,tongue-tongue_muscle_cell,False,tabula,muscle
RPS19,tongue-tongue_muscle_cell,False,tabula,muscle
FTH1,tongue-tongue_muscle_cell,False,tabula,muscle
RPL37,tongue-tongue_muscle_cell,False,tabula,muscle
COX3,tongue-tongue_muscle_cell,False,tabula,muscle
RPL36,tongue-tongue_muscle_cell,False,tabula,muscle
COX2,tongue-tongue_muscle_cell,False,tabula,muscle
RPL39,tongue-tongue_muscle_cell,False,tabula,muscle
COX1,tongue-tongue_muscle_cell,False,tabula,muscle
RPS11,tongue-tongue_muscle_cell,False,tabula,muscle
RPS14,tongue-tongue_muscle_cell,False,tabula,muscle
RPS13,tongue-tongue_muscle_cell,False,tabula,muscle
RPL13A,tongue-tongue_muscle_cell,False,tabula,muscle
RPS3A,tongue-tongue_muscle_cell,False,tabula,muscle
PTMA,tongue-tongue_muscle_cell,False,tabula,muscle
RPL37A,tongue-tongue_muscle_cell,False,tabula,muscle
CYTB,tongue-tongue_muscle_cell,False,tabula,muscle
BTG2,tongue-tongue_muscle_cell,False,tabula,muscle
RPS15A,tongue-tongue_muscle_cell,False,tabula,muscle
RPS27A,tongue-tongue_muscle_cell,False,tabula,muscle
RPL35A,tongue-tongue_muscle_cell,False,tabula,muscle
RPL23A,tongue-tongue_muscle_cell,False,tabula,muscle
TPT1,tongue-tongue_muscle_cell,False,tabula,muscle
RPLP2,tongue-tongue_muscle_cell,False,tabula,muscle
RPLP1,tongue-tongue_muscle_cell,False,tabula,muscle
RPL10A,tongue-tongue_muscle_cell,False,tabula,muscle
RPS4X,tongue-tongue_muscle_cell,True,tabula,muscle
RPL18A,tongue-tongue_muscle_cell,False,tabula,muscle
RACK1,tongue-tongue_muscle_cell,False,tabula,muscle
RPL7A,tongue-tongue_muscle_cell,False,tabula,muscle
VIM,tongue-tongue_muscle_cell,False,tabula,muscle
SPARCL1,tongue-tongue_muscle_cell,False,tabula,muscle
ZFP36,tongue-tongue_muscle_cell,False,tabula,muscle
JUND,tongue-tongue_muscle_cell,True,tabula,muscle
MT2A,tongue-tongue_muscle_cell,False,tabula,muscle
JUN,tongue-tongue_muscle_cell,True,tabula,muscle
FOS,tongue-tongue_muscle_cell,True,tabula,muscle
CEBPD,tongue-tongue_muscle_cell,True,tabula,muscle
FOSB,tongue-tongue_muscle_cell,True,tabula,muscle
RPS20,tongue-tongue_muscle_cell,False,tabula,muscle
UBA52,tongue-tongue_muscle_cell,False,tabula,muscle
MT1X,tongue-tongue_muscle_cell,False,tabula,muscle
RPL26,tongue-tongue_muscle_cell,False,tabula,muscle
RPL27A,tongue-tongue_muscle_cell,False,tabula,muscle
RPL35,tongue-tongue_muscle_cell,True,tabula,muscle
RPLP0,tongue-tongue_muscle_cell,False,tabula,muscle
IGFBP5,tongue-tongue_muscle_cell,False,tabula,muscle
MT1M,tongue-tongue_muscle_cell,False,tabula,muscle
RPL38,tongue-tongue_muscle_cell,False,tabula,muscle
NNMT,tongue-tongue_muscle_cell,False,tabula,muscle
APOE,tongue-tongue_muscle_cell,False,tabula,muscle
APOC1,tongue-tongue_muscle_cell,False,tabula,muscle
MT1E,tongue-tongue_muscle_cell,False,tabula,muscle
RPS8,prostate-fibroblast,False,tabula,fibroblast
RPL21,prostate-fibroblast,False,tabula,fibroblast
RPS9,prostate-fibroblast,False,tabula,fibroblast
RPS6,prostate-fibroblast,False,tabula,fibroblast
EEF1A1,prostate-fibroblast,False,tabula,fibroblast
FAU,prostate-fibroblast,False,tabula,fibroblast
S100A6,prostate-fibroblast,False,tabula,fibroblast
RPL28,prostate-fibroblast,False,tabula,fibroblast
RPL29,prostate-fibroblast,False,tabula,fibroblast
RPL11,prostate-fibroblast,False,tabula,fibroblast
RPL12,prostate-fibroblast,False,tabula,fibroblast
RPL15,prostate-fibroblast,False,tabula,fibroblast
RPL14,prostate-fibroblast,False,tabula,fibroblast
RPS2,prostate-fibroblast,False,tabula,fibroblast
RPS3,prostate-fibroblast,False,tabula,fibroblast
B2M,prostate-fibroblast,False,tabula,fibroblast
RPL19,prostate-fibroblast,False,tabula,fibroblast
RPL18,prostate-fibroblast,False,tabula,fibroblast
RPL41,prostate-fibroblast,False,tabula,fibroblast
EIF1,prostate-fibroblast,False,tabula,fibroblast
RPS27,prostate-fibroblast,False,tabula,fibroblast
RPS28,prostate-fibroblast,False,tabula,fibroblast
NACA,prostate-fibroblast,False,tabula,fibroblast
ND2,prostate-fibroblast,False,tabula,fibroblast
RPS21,prostate-fibroblast,False,tabula,fibroblast
ND1,prostate-fibroblast,False,tabula,fibroblast
FTL,prostate-fibroblast,False,tabula,fibroblast
ND4,prostate-fibroblast,False,tabula,fibroblast
RPS23,prostate-fibroblast,False,tabula,fibroblast
ND3,prostate-fibroblast,False,tabula,fibroblast
ND5,prostate-fibroblast,False,tabula,fibroblast
RPS24,prostate-fibroblast,False,tabula,fibroblast
RPL5,prostate-fibroblast,False,tabula,fibroblast
RPL6,prostate-fibroblast,True,tabula,fibroblast
RPL3,prostate-fibroblast,False,tabula,fibroblast
RPL30,prostate-fibroblast,False,tabula,fibroblast
RPL32,prostate-fibroblast,False,tabula,fibroblast
ATP6,prostate-fibroblast,False,tabula,fibroblast
RPL34,prostate-fibroblast,False,tabula,fibroblast
RPL9,prostate-fibroblast,False,tabula,fibroblast
RPL8,prostate-fibroblast,False,tabula,fibroblast
RPS16,prostate-fibroblast,False,tabula,fibroblast
RPS15,prostate-fibroblast,False,tabula,fibroblast
RPS18,prostate-fibroblast,False,tabula,fibroblast
RPS19,prostate-fibroblast,False,tabula,fibroblast
FTH1,prostate-fibroblast,False,tabula,fibroblast
RPL37,prostate-fibroblast,False,tabula,fibroblast
COX3,prostate-fibroblast,False,tabula,fibroblast
RPL36,prostate-fibroblast,False,tabula,fibroblast
COX2,prostate-fibroblast,False,tabula,fibroblast
RPL39,prostate-fibroblast,False,tabula,fibroblast
COX1,prostate-fibroblast,False,tabula,fibroblast
RPS11,prostate-fibroblast,False,tabula,fibroblast
RPS14,prostate-fibroblast,False,tabula,fibroblast
RPS13,prostate-fibroblast,False,tabula,fibroblast
RPL13A,prostate-fibroblast,False,tabula,fibroblast
RPS3A,prostate-fibroblast,False,tabula,fibroblast
PTMA,prostate-fibroblast,False,tabula,fibroblast
RPL37A,prostate-fibroblast,False,tabula,fibroblast
CYTB,prostate-fibroblast,False,tabula,fibroblast
RPS15A,prostate-fibroblast,False,tabula,fibroblast
RPS27A,prostate-fibroblast,False,tabula,fibroblast
H3-3B,prostate-fibroblast,False,tabula,fibroblast
RPL35A,prostate-fibroblast,False,tabula,fibroblast
TPT1,prostate-fibroblast,False,tabula,fibroblast
RPLP2,prostate-fibroblast,False,tabula,fibroblast
RPLP1,prostate-fibroblast,False,tabula,fibroblast
RPL10A,prostate-fibroblast,False,tabula,fibroblast
RPS4X,prostate-fibroblast,True,tabula,fibroblast
TMSB4X,prostate-fibroblast,False,tabula,fibroblast
RPL18A,prostate-fibroblast,False,tabula,fibroblast
RACK1,prostate-fibroblast,False,tabula,fibroblast
RPL7A,prostate-fibroblast,False,tabula,fibroblast
VIM,prostate-fibroblast,False,tabula,fibroblast
SPARCL1,prostate-fibroblast,False,tabula,fibroblast
ZFP36,prostate-fibroblast,False,tabula,fibroblast
JUND,prostate-fibroblast,True,tabula,fibroblast
IGFBP7,prostate-fibroblast,False,tabula,fibroblast
JUN,prostate-fibroblast,True,tabula,fibroblast
FOS,prostate-fibroblast,True,tabula,fibroblast
CEBPD,prostate-fibroblast,True,tabula,fibroblast
MGP,prostate-fibroblast,False,tabula,fibroblast
FBLN1,prostate-fibroblast,False,tabula,fibroblast
IGFBP6,prostate-fibroblast,False,tabula,fibroblast
LGALS1,prostate-fibroblast,False,tabula,fibroblast
APOD,prostate-fibroblast,False,tabula,fibroblast
DCN,prostate-fibroblast,False,tabula,fibroblast
FOSB,prostate-fibroblast,True,tabula,fibroblast
CST3,prostate-fibroblast,False,tabula,fibroblast
HSP90AA1,prostate-fibroblast,False,tabula,fibroblast
HSP90AB1,prostate-fibroblast,False,tabula,fibroblast
EGR1,prostate-fibroblast,True,tabula,fibroblast
RPL26,prostate-fibroblast,False,tabula,fibroblast
IGFBP5,prostate-fibroblast,False,tabula,fibroblast
PTGDS,prostate-fibroblast,False,tabula,fibroblast
ITM2B,prostate-fibroblast,False,tabula,fibroblast
TXNIP,prostate-fibroblast,False,tabula,fibroblast
IGFBP2,prostate-fibroblast,False,tabula,fibroblast
CD81,prostate-fibroblast,False,tabula,fibroblast
PTN,prostate-fibroblast,False,tabula,fibroblast
RPS8,prostate-smooth_muscle_cell,False,tabula,muscle
RPL21,prostate-smooth_muscle_cell,False,tabula,muscle
RPS9,prostate-smooth_muscle_cell,False,tabula,muscle
RPS6,prostate-smooth_muscle_cell,False,tabula,muscle
EEF1A1,prostate-smooth_muscle_cell,False,tabula,muscle
FAU,prostate-smooth_muscle_cell,False,tabula,muscle
S100A6,prostate-smooth_muscle_cell,False,tabula,muscle
RPL28,prostate-smooth_muscle_cell,False,tabula,muscle
RPL29,prostate-smooth_muscle_cell,False,tabula,muscle
RPL11,prostate-smooth_muscle_cell,False,tabula,muscle
RPL12,prostate-smooth_muscle_cell,False,tabula,muscle
RPL15,prostate-smooth_muscle_cell,False,tabula,muscle
RPS3,prostate-smooth_muscle_cell,False,tabula,muscle
B2M,prostate-smooth_muscle_cell,False,tabula,muscle
RPL19,prostate-smooth_muscle_cell,False,tabula,muscle
RPL18,prostate-smooth_muscle_cell,False,tabula,muscle
RPL41,prostate-smooth_muscle_cell,False,tabula,muscle
EIF1,prostate-smooth_muscle_cell,False,tabula,muscle
RPS27,prostate-smooth_muscle_cell,False,tabula,muscle
RPS28,prostate-smooth_muscle_cell,False,tabula,muscle
NACA,prostate-smooth_muscle_cell,False,tabula,muscle
ND2,prostate-smooth_muscle_cell,False,tabula,muscle
ND1,prostate-smooth_muscle_cell,False,tabula,muscle
FTL,prostate-smooth_muscle_cell,False,tabula,muscle
ND4,prostate-smooth_muscle_cell,False,tabula,muscle
RPS23,prostate-smooth_muscle_cell,False,tabula,muscle
ND3,prostate-smooth_muscle_cell,False,tabula,muscle
ND5,prostate-smooth_muscle_cell,False,tabula,muscle
RPS24,prostate-smooth_muscle_cell,False,tabula,muscle
RPL5,prostate-smooth_muscle_cell,False,tabula,muscle
RPL3,prostate-smooth_muscle_cell,False,tabula,muscle
RPL30,prostate-smooth_muscle_cell,False,tabula,muscle
RPL32,prostate-smooth_muscle_cell,False,tabula,muscle
ATP6,prostate-smooth_muscle_cell,False,tabula,muscle
RPL34,prostate-smooth_muscle_cell,False,tabula,muscle
ACTG1,prostate-smooth_muscle_cell,False,tabula,muscle
RPL9,prostate-smooth_muscle_cell,False,tabula,muscle
RPL8,prostate-smooth_muscle_cell,False,tabula,muscle
RPS16,prostate-smooth_muscle_cell,False,tabula,muscle
RPS15,prostate-smooth_muscle_cell,False,tabula,muscle
RPS18,prostate-smooth_muscle_cell,False,tabula,muscle
RPS19,prostate-smooth_muscle_cell,False,tabula,muscle
FTH1,prostate-smooth_muscle_cell,False,tabula,muscle
RPL37,prostate-smooth_muscle_cell,False,tabula,muscle
COX3,prostate-smooth_muscle_cell,False,tabula,muscle
COX2,prostate-smooth_muscle_cell,False,tabula,muscle
COX1,prostate-smooth_muscle_cell,False,tabula,muscle
RPS11,prostate-smooth_muscle_cell,False,tabula,muscle
RPS14,prostate-smooth_muscle_cell,False,tabula,muscle
RPS13,prostate-smooth_muscle_cell,False,tabula,muscle
RPL13A,prostate-smooth_muscle_cell,False,tabula,muscle
RPS3A,prostate-smooth_muscle_cell,False,tabula,muscle
PTMA,prostate-smooth_muscle_cell,False,tabula,muscle
RPL37A,prostate-smooth_muscle_cell,False,tabula,muscle
CYTB,prostate-smooth_muscle_cell,False,tabula,muscle
RPS27A,prostate-smooth_muscle_cell,False,tabula,muscle
H3-3B,prostate-smooth_muscle_cell,False,tabula,muscle
RPL35A,prostate-smooth_muscle_cell,False,tabula,muscle
TPT1,prostate-smooth_muscle_cell,False,tabula,muscle
RPLP1,prostate-smooth_muscle_cell,False,tabula,muscle
ADIRF,prostate-smooth_muscle_cell,False,tabula,muscle
RPS4X,prostate-smooth_muscle_cell,True,tabula,muscle
TMSB4X,prostate-smooth_muscle_cell,False,tabula,muscle
RPL18A,prostate-smooth_muscle_cell,False,tabula,muscle
RPL7A,prostate-smooth_muscle_cell,False,tabula,muscle
MYL6,prostate-smooth_muscle_cell,False,tabula,muscle
VIM,prostate-smooth_muscle_cell,False,tabula,muscle
SPARCL1,prostate-smooth_muscle_cell,False,tabula,muscle
ZFP36,prostate-smooth_muscle_cell,False,tabula,muscle
JUND,prostate-smooth_muscle_cell,True,tabula,muscle
C11ORF96,prostate-smooth_muscle_cell,False,tabula,muscle
MT2A,prostate-smooth_muscle_cell,False,tabula,muscle
IGFBP7,prostate-smooth_muscle_cell,False,tabula,muscle
JUN,prostate-smooth_muscle_cell,True,tabula,muscle
FOS,prostate-smooth_muscle_cell,True,tabula,muscle
GADD45B,prostate-smooth_muscle_cell,False,tabula,muscle
CEBPD,prostate-smooth_muscle_cell,True,tabula,muscle
MGP,prostate-smooth_muscle_cell,False,tabula,muscle
IGFBP6,prostate-smooth_muscle_cell,False,tabula,muscle
LGALS1,prostate-smooth_muscle_cell,False,tabula,muscle
FOSB,prostate-smooth_muscle_cell,True,tabula,muscle
CST3,prostate-smooth_muscle_cell,False,tabula,muscle
HSPA1A,prostate-smooth_muscle_cell,False,tabula,muscle
HSP90AA1,prostate-smooth_muscle_cell,False,tabula,muscle
BTG1,prostate-smooth_muscle_cell,False,tabula,muscle
EGR1,prostate-smooth_muscle_cell,True,tabula,muscle
TPM2,prostate-smooth_muscle_cell,False,tabula,muscle
MYL9,prostate-smooth_muscle_cell,False,tabula,muscle
TAGLN,prostate-smooth_muscle_cell,False,tabula,muscle
TPM1,prostate-smooth_muscle_cell,False,tabula,muscle
MYH11,prostate-smooth_muscle_cell,False,tabula,muscle
IGFBP5,prostate-smooth_muscle_cell,False,tabula,muscle
DSTN,prostate-smooth_muscle_cell,False,tabula,muscle
RGS5,prostate-smooth_muscle_cell,False,tabula,muscle
